"participant","correct_width","width_deviation","exp_version"
910,0.4,-5.55111512312578e-17,"Exp1C"
910,0.25,5.55111512312578e-17,"Exp1C"
910,0.55,-0.2,"Exp1C"
910,0.25,0.05,"Exp1C"
910,0.55,-0.05,"Exp1C"
910,0.4,-0.05,"Exp1C"
910,0.25,0.1,"Exp1C"
910,0.55,-0.1,"Exp1C"
910,0.4,0.1,"Exp1C"
910,0.55,-0.05,"Exp1C"
910,0.25,0.05,"Exp1C"
910,0.4,-0.05,"Exp1C"
910,0.25,5.55111512312578e-17,"Exp1C"
910,0.55,-0.15,"Exp1C"
910,0.4,-0.05,"Exp1C"
910,0.25,-0.0499999999999999,"Exp1C"
910,0.55,-0.1,"Exp1C"
910,0.4,-5.55111512312578e-17,"Exp1C"
911,0.4,-0.2,"Exp1C"
911,0.25,0,"Exp1C"
911,0.55,-0.2,"Exp1C"
911,0.4,-0.05,"Exp1C"
911,0.25,-0.1,"Exp1C"
911,0.55,-0.1,"Exp1C"
911,0.55,-0.15,"Exp1C"
911,0.4,-0.05,"Exp1C"
911,0.25,-0.05,"Exp1C"
911,0.4,-0.05,"Exp1C"
911,0.25,-0.0499999999999999,"Exp1C"
911,0.55,-0.2,"Exp1C"
911,0.4,-5.55111512312578e-17,"Exp1C"
911,0.25,-0.0499999999999999,"Exp1C"
911,0.55,0,"Exp1C"
911,0.4,-5.55111512312578e-17,"Exp1C"
911,0.55,-1.11022302462516e-16,"Exp1C"
911,0.25,-0.05,"Exp1C"
912,0.4,-0.2,"Exp1C"
912,0.25,-0.0999999999999999,"Exp1C"
912,0.55,-0.1,"Exp1C"
912,0.4,0.0499999999999999,"Exp1C"
912,0.55,-1.11022302462516e-16,"Exp1C"
912,0.25,-0.1,"Exp1C"
912,0.25,0.05,"Exp1C"
912,0.4,-5.55111512312578e-17,"Exp1C"
912,0.55,-0.1,"Exp1C"
912,0.4,0.0499999999999999,"Exp1C"
912,0.25,-0.05,"Exp1C"
912,0.55,-1.11022302462516e-16,"Exp1C"
912,0.25,-0.0499999999999999,"Exp1C"
912,0.4,0.0499999999999999,"Exp1C"
912,0.55,-1.11022302462516e-16,"Exp1C"
912,0.55,-0.0500000000000001,"Exp1C"
912,0.25,0.15,"Exp1C"
912,0.4,0,"Exp1C"
913,0.4,-0.05,"Exp1C"
913,0.25,0,"Exp1C"
913,0.55,-0.05,"Exp1C"
913,0.25,0.05,"Exp1C"
913,0.4,0.0999999999999999,"Exp1C"
913,0.55,-1.11022302462516e-16,"Exp1C"
913,0.55,0.0499999999999999,"Exp1C"
913,0.25,0.05,"Exp1C"
913,0.4,-5.55111512312578e-17,"Exp1C"
913,0.25,-0.05,"Exp1C"
913,0.4,-0.15,"Exp1C"
913,0.55,-0.05,"Exp1C"
913,0.55,0.15,"Exp1C"
913,0.25,0.1,"Exp1C"
913,0.4,0.25,"Exp1C"
913,0.4,0.15,"Exp1C"
913,0.55,0.1,"Exp1C"
913,0.25,0.1,"Exp1C"
914,0.4,0,"Exp1C"
914,0.55,-0.1,"Exp1C"
914,0.25,-0.05,"Exp1C"
914,0.25,0,"Exp1C"
914,0.55,-0.05,"Exp1C"
914,0.4,-0.05,"Exp1C"
914,0.4,-0.05,"Exp1C"
914,0.55,0,"Exp1C"
914,0.25,-0.15,"Exp1C"
914,0.4,0,"Exp1C"
914,0.25,0,"Exp1C"
914,0.55,0,"Exp1C"
914,0.4,-0.05,"Exp1C"
914,0.25,0.1,"Exp1C"
914,0.55,-0.1,"Exp1C"
914,0.25,-0.05,"Exp1C"
914,0.55,-0.15,"Exp1C"
914,0.4,0,"Exp1C"
915,0.25,5.55111512312578e-17,"Exp1C"
915,0.55,-0.25,"Exp1C"
915,0.4,-5.55111512312578e-17,"Exp1C"
915,0.25,-0.0999999999999999,"Exp1C"
915,0.55,-0.15,"Exp1C"
915,0.4,-5.55111512312578e-17,"Exp1C"
915,0.25,-0.05,"Exp1C"
915,0.55,-0.1,"Exp1C"
915,0.4,-0.2,"Exp1C"
915,0.4,-5.55111512312578e-17,"Exp1C"
915,0.25,-0.15,"Exp1C"
915,0.55,-0.1,"Exp1C"
915,0.55,-0.2,"Exp1C"
915,0.4,-0.1,"Exp1C"
915,0.25,0.05,"Exp1C"
915,0.25,-0.1,"Exp1C"
915,0.55,0.4,"Exp1C"
915,0.4,0.0499999999999999,"Exp1C"
916,0.25,0.15,"Exp1C"
916,0.55,-0.0500000000000001,"Exp1C"
916,0.4,0.0999999999999999,"Exp1C"
916,0.4,-0.05,"Exp1C"
916,0.25,-0.1,"Exp1C"
916,0.55,0.1,"Exp1C"
916,0.25,-0.1,"Exp1C"
916,0.4,-5.55111512312578e-17,"Exp1C"
916,0.55,0.0499999999999999,"Exp1C"
916,0.4,-5.55111512312578e-17,"Exp1C"
916,0.25,-0.05,"Exp1C"
916,0.55,-0.0500000000000001,"Exp1C"
916,0.25,5.55111512312578e-17,"Exp1C"
916,0.55,-0.1,"Exp1C"
916,0.4,-0.1,"Exp1C"
916,0.4,-0.05,"Exp1C"
916,0.55,-0.0500000000000001,"Exp1C"
916,0.25,-0.0499999999999999,"Exp1C"
917,0.25,-0.05,"Exp1C"
917,0.55,-0.05,"Exp1C"
917,0.4,-0.15,"Exp1C"
917,0.4,0.25,"Exp1C"
917,0.55,0.2,"Exp1C"
917,0.25,-0.1,"Exp1C"
917,0.25,0.05,"Exp1C"
917,0.55,0.15,"Exp1C"
917,0.4,0.5,"Exp1C"
917,0.25,-0.15,"Exp1C"
917,0.4,0.35,"Exp1C"
917,0.55,0.9,"Exp1C"
917,0.4,0.55,"Exp1C"
917,0.55,0.65,"Exp1C"
917,0.25,-0.1,"Exp1C"
917,0.25,-0.1,"Exp1C"
917,0.55,0.35,"Exp1C"
917,0.4,0.75,"Exp1C"
918,0.25,-0.05,"Exp1C"
918,0.55,-0.15,"Exp1C"
918,0.4,-0.1,"Exp1C"
918,0.25,-0.05,"Exp1C"
918,0.55,-0.0500000000000001,"Exp1C"
918,0.4,-0.05,"Exp1C"
918,0.55,-1.11022302462516e-16,"Exp1C"
918,0.25,-0.1,"Exp1C"
918,0.4,-0.1,"Exp1C"
918,0.4,-5.55111512312578e-17,"Exp1C"
918,0.55,0,"Exp1C"
918,0.25,-0.05,"Exp1C"
918,0.4,-0.05,"Exp1C"
918,0.25,-0.0999999999999999,"Exp1C"
918,0.55,-0.15,"Exp1C"
918,0.55,0.0499999999999999,"Exp1C"
918,0.4,0.1,"Exp1C"
918,0.25,-0.0999999999999999,"Exp1C"
919,0.55,-0.15,"Exp1C"
919,0.4,-5.55111512312578e-17,"Exp1C"
919,0.25,0.05,"Exp1C"
919,0.25,-0.1,"Exp1C"
919,0.4,-0.25,"Exp1C"
919,0.55,-0.2,"Exp1C"
919,0.55,-0.15,"Exp1C"
919,0.4,-5.55111512312578e-17,"Exp1C"
919,0.25,-0.0499999999999999,"Exp1C"
919,0.25,-0.2,"Exp1C"
919,0.4,0.0499999999999999,"Exp1C"
919,0.55,-1.11022302462516e-16,"Exp1C"
919,0.55,-0.0500000000000001,"Exp1C"
919,0.25,-0.1,"Exp1C"
919,0.4,0.0499999999999999,"Exp1C"
919,0.25,-0.05,"Exp1C"
919,0.55,-0.0500000000000001,"Exp1C"
919,0.4,-5.55111512312578e-17,"Exp1C"
920,0.55,-0.2,"Exp1C"
920,0.4,-0.05,"Exp1C"
920,0.25,-0.1,"Exp1C"
920,0.55,0.0499999999999999,"Exp1C"
920,0.4,-0.15,"Exp1C"
920,0.25,-0.0499999999999999,"Exp1C"
920,0.55,0.0499999999999999,"Exp1C"
920,0.4,-5.55111512312578e-17,"Exp1C"
920,0.25,-0.0999999999999999,"Exp1C"
920,0.25,-0.0999999999999999,"Exp1C"
920,0.4,-0.25,"Exp1C"
920,0.55,0.05,"Exp1C"
920,0.25,-0.1,"Exp1C"
920,0.55,0,"Exp1C"
920,0.4,-0.15,"Exp1C"
920,0.55,-0.15,"Exp1C"
920,0.25,-0.05,"Exp1C"
920,0.4,-5.55111512312578e-17,"Exp1C"
921,0.25,0.1,"Exp1C"
921,0.55,-0.1,"Exp1C"
921,0.4,0,"Exp1C"
921,0.4,-0.05,"Exp1C"
921,0.55,-0.05,"Exp1C"
921,0.25,-0.05,"Exp1C"
921,0.25,-0.1,"Exp1C"
921,0.55,-0.15,"Exp1C"
921,0.4,-0.15,"Exp1C"
921,0.55,0.0499999999999999,"Exp1C"
921,0.4,-0.3,"Exp1C"
921,0.25,-0.2,"Exp1C"
921,0.55,0.0499999999999999,"Exp1C"
921,0.25,0.05,"Exp1C"
921,0.4,-0.2,"Exp1C"
921,0.4,0.15,"Exp1C"
921,0.25,-0.25,"Exp1C"
921,0.55,0.15,"Exp1C"
922,0.55,-0.25,"Exp1C"
922,0.25,0,"Exp1C"
922,0.4,-0.2,"Exp1C"
922,0.4,-0.15,"Exp1C"
922,0.55,-0.1,"Exp1C"
922,0.25,0,"Exp1C"
922,0.4,-0.1,"Exp1C"
922,0.55,-0.2,"Exp1C"
922,0.25,-0.05,"Exp1C"
922,0.4,-0.15,"Exp1C"
922,0.25,-0.05,"Exp1C"
922,0.55,-0.25,"Exp1C"
922,0.55,-0.05,"Exp1C"
922,0.25,-0.05,"Exp1C"
922,0.4,-0.1,"Exp1C"
922,0.25,-0.05,"Exp1C"
922,0.4,-0.05,"Exp1C"
922,0.55,-0.2,"Exp1C"
